121,1286,售罄完,Sold Out,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/sold_out.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
122,1287,音效,Sound,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/sound.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
123,1288,待命名（Task Kill）,Task Kill,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/task_kill.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
124,1289,任务登录,Task Login,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/task_login.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
125,1290,任务合成,Task Merge,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/task_merge.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
126,1291,任务星阶,Task Star,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/task_star.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
127,1292,待命名（Task Swords）,Task Swords,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/task_swords.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
128,1293,待命名（Vibration）,Vibration,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/vibration.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
129,1294,徽记新无文字,Badge New Blank,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/badge_new_blank.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
130,1295,徽记已拥有,Badge Owned,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/badge_owned.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
131,1296,待命名（Benefit Card）,Benefit Card,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/benefit_card.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
132,1297,待命名（First Chest Closed）,First Chest Closed,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/first_chest_closed.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
133,1298,待命名（First Reward Altar）,First Reward Altar,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/first_reward_altar.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
134,1299,待命名（Piggy Empty）,Piggy Empty,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/piggy_empty.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
135,1300,待命名（Piggy Filling）,Piggy Filling,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/piggy_filling.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
136,1301,待命名（Piggy Full）,Piggy Full,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/piggy_full.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
137,1302,存钱已拥有,Piggy Owned,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/piggy_owned.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
138,1303,待命名（Reward Slot Blue）,Reward Slot Blue,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/reward_slot_blue.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
139,1304,活跃宝箱已领取,Activity Chest Claimed,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/activity_chest_claimed.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
140,1305,活跃宝箱锁定,Activity Chest Locked,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/activity_chest_locked.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
141,1306,待命名（Activity Chest Ready）,Activity Chest Ready,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/activity_chest_ready.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
142,1307,待命名（Signin Day Default）,Signin Day Default,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/signin_day_default.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
143,1308,待命名（Signin Day Today）,Signin Day Today,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/signin_day_today.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
144,1309,待命名（Status Claimable）,Status Claimable,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/status_claimable.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
145,1310,状态已领取,Status Claimed,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/status_claimed.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
146,1311,待命名（Status Incomplete）,Status Incomplete,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/status_incomplete.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
147,1312,任务行,Task Row,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/task_row.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
148,1313,待命名（Action Tile Blue）,Action Tile Blue,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/pause/action_tile_blue.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
149,1314,待命名（Action Tile Red）,Action Tile Red,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/pause/action_tile_red.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
150,1315,图标魔炮,Icon Cannon,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_cannon.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
151,1316,图标发条,Icon Clockwork,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_clockwork.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
152,1317,待命名（Icon Crystal Bundle）,Icon Crystal Bundle,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_crystal_bundle.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
153,1318,图标火焰导管,Icon Fire Conduit,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_fire_conduit.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
154,1319,图标棱镜,Icon Prism,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_prism.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
155,1320,待命名（Icon Steam Furnace）,Icon Steam Furnace,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/icon_steam_furnace.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
156,1321,待命名（Price Strip Crystal）,Price Strip Crystal,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/price_strip_crystal.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
157,1322,待命名（Price Strip Money）,Price Strip Money,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/price_strip_money.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
158,1323,待命名（Product Slot Default）,Product Slot Default,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/product_slot_default.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
159,1324,待命名（Product Slot Unavailable）,Product Slot Unavailable,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/product_slot_unavailable.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
160,1325,待命名（Purchase Quantity Row）,Purchase Quantity Row,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/purchase_quantity_row.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
