序号 / ID,层级 / Depth,当前目录 / Current Directory,父目录 / Parent Directory,目录类别 / Directory Category,状态 / Status,直属文件数 / Direct Files,目录内总账资源数 / Catalog Assets Under Directory,当前在用资源数 / Active Assets,对应运行或生产目录 / Runtime or Production Counterpart,原始来源目录 / Original Source Directories,可否直接修改 / Direct Editing,图集规则 / Atlas Rule
1,1,art/ai_generated/,art/,历史来源 / Historical Source,生产/历史资源 / Production or historical,0,161,0,—,—,否；只作溯源与审核 / No; traceability and review only,不直接打包 / Never pack directly
318,5,assets/runtime/ui/interfaces/settings/controls/,assets/runtime/ui/interfaces/settings/,当前运行 UI / Current Runtime UI,在用待审核 2（其中待审 2） / Active pending review,2,2,2,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
319,4,assets/runtime/ui/interfaces/settlement/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 26 / Active,0,26,26,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
320,5,assets/runtime/ui/interfaces/settlement/backplates/,assets/runtime/ui/interfaces/settlement/,当前运行 UI / Current Runtime UI,正在使用 9 / Active,9,9,9,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
321,5,assets/runtime/ui/interfaces/settlement/decorations/,assets/runtime/ui/interfaces/settlement/,当前运行 UI / Current Runtime UI,正在使用 3 / Active,3,3,3,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
322,5,assets/runtime/ui/interfaces/settlement/icons/,assets/runtime/ui/interfaces/settlement/,当前运行 UI / Current Runtime UI,正在使用 12 / Active,12,12,12,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
323,5,assets/runtime/ui/interfaces/settlement/tabs/,assets/runtime/ui/interfaces/settlement/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
324,4,assets/runtime/ui/interfaces/shop/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,在用待审核 5（其中待审 5） / Active pending review,0,5,5,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
325,5,assets/runtime/ui/interfaces/shop/backplates/,assets/runtime/ui/interfaces/shop/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
326,5,assets/runtime/ui/interfaces/shop/icons/,assets/runtime/ui/interfaces/shop/,当前运行 UI / Current Runtime UI,在用待审核 4（其中待审 4） / Active pending review,4,4,4,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/shop | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
327,3,assets/runtime/ui/screens/,assets/runtime/ui/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,0,14,0,—,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
328,4,assets/runtime/ui/screens/main_hub_v2/,assets/runtime/ui/screens/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,0,10,0,assets/runtime/ui/interfaces/main_hub/**；shared/meta_icons/**,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
329,5,assets/runtime/ui/screens/main_hub_v2/frames/,assets/runtime/ui/screens/main_hub_v2/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,10,10,0,assets/runtime/ui/interfaces/main_hub/**；shared/meta_icons/**,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
330,5,assets/runtime/ui/screens/main_hub_v2/icons/,assets/runtime/ui/screens/main_hub_v2/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,0,0,0,assets/runtime/ui/interfaces/main_hub/**；shared/meta_icons/**,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
331,4,assets/runtime/ui/screens/skill_choice/,assets/runtime/ui/screens/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,3,3,0,assets/runtime/ui/interfaces/imprint_choice/**,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
332,4,assets/runtime/ui/screens/wave_choice/,assets/runtime/ui/screens/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,1,1,0,assets/runtime/ui/interfaces/crystal_card_choice/**,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
333,3,assets/runtime/ui/secondary/,assets/runtime/ui/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,14,14,0,assets/runtime/ui/interfaces/**；shared/**,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
334,3,assets/runtime/ui/secondary_centered_v04/,assets/runtime/ui/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,0,84,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
335,4,assets/runtime/ui/secondary_centered_v04/elements/,assets/runtime/ui/secondary_centered_v04/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,0,79,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
336,5,assets/runtime/ui/secondary_centered_v04/elements/common/,assets/runtime/ui/secondary_centered_v04/elements/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,11,11,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
337,5,assets/runtime/ui/secondary_centered_v04/elements/icons/,assets/runtime/ui/secondary_centered_v04/elements/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,23,32,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
338,6,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/,assets/runtime/ui/secondary_centered_v04/elements/icons/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,9,9,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
339,5,assets/runtime/ui/secondary_centered_v04/elements/pages/,assets/runtime/ui/secondary_centered_v04/elements/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,0,36,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
340,6,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/,assets/runtime/ui/secondary_centered_v04/elements/pages/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,10,10,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
341,6,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/,assets/runtime/ui/secondary_centered_v04/elements/pages/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,9,9,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
342,6,assets/runtime/ui/secondary_centered_v04/elements/pages/pause/,assets/runtime/ui/secondary_centered_v04/elements/pages/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,2,2,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
343,6,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/,assets/runtime/ui/secondary_centered_v04/elements/pages/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,15,15,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
344,4,assets/runtime/ui/secondary_centered_v04/frames/,assets/runtime/ui/secondary_centered_v04/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,5,5,0,"assets/runtime/ui/interfaces/{battle_pause,exit_confirm,settings,first_purchase,piggy_bank,shop}/**；shared/**",—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
345,3,assets/runtime/ui/shared/,assets/runtime/ui/,当前运行 UI / Current Runtime UI,在用待审核 25（其中待审 8） / Active pending review,0,25,25,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common | art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
346,4,assets/runtime/ui/shared/app/,assets/runtime/ui/shared/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,0,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
347,5,assets/runtime/ui/shared/app/icons/,assets/runtime/ui/shared/app/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
348,4,assets/runtime/ui/shared/backplates/,assets/runtime/ui/shared/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,0,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
349,5,assets/runtime/ui/shared/backplates/panels/,assets/runtime/ui/shared/backplates/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
350,4,assets/runtime/ui/shared/buttons/,assets/runtime/ui/shared/,当前运行 UI / Current Runtime UI,在用待审核 5（其中待审 5） / Active pending review,0,5,5,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
351,5,assets/runtime/ui/shared/buttons/states/,assets/runtime/ui/shared/buttons/,当前运行 UI / Current Runtime UI,在用待审核 5（其中待审 5） / Active pending review,5,5,5,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
352,4,assets/runtime/ui/shared/confirmation/,assets/runtime/ui/shared/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,0,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
353,5,assets/runtime/ui/shared/confirmation/backplates/,assets/runtime/ui/shared/confirmation/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
354,4,assets/runtime/ui/shared/decorations/,assets/runtime/ui/shared/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,0,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
355,5,assets/runtime/ui/shared/decorations/titles/,assets/runtime/ui/shared/decorations/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
356,4,assets/runtime/ui/shared/meta_icons/,assets/runtime/ui/shared/,当前运行 UI / Current Runtime UI,正在使用 16 / Active,0,16,16,—,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
357,5,assets/runtime/ui/shared/meta_icons/atlas_regions/,assets/runtime/ui/shared/meta_icons/,当前运行 UI / Current Runtime UI,正在使用 15 / Active,15,15,15,—,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
358,5,assets/runtime/ui/shared/meta_icons/atlases/,assets/runtime/ui/shared/meta_icons/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
359,0,shaders/,—,运行 Shader / Runtime Shader,正在使用 4 / Active,6,6,4,—,—,是；修改后必须运行材质与主场景校验 / Yes; run material and main-scene checks,不适用 / N/A
