行号 / Row ID,资源中文名 / Asset Name CN,资源英文名 / Asset Name EN,模块中文 / Module CN,模块英文 / Module EN,资源类型中文 / Type CN,资源类型英文 / Type EN,主状态中文 / Status CN,主状态英文 / Status EN,审核状态中文 / Review Status CN,审核状态英文 / Review Status EN,当前相对路径 / Current Relative Path,当前绝对路径 / Current Absolute Path,是否被引用 / Referenced,引用数量 / Reference Count,主要引用位置 / Primary References,当前运行版本 / Runtime Version,原始来源路径 / Original Source Path,生产来源路径 / Production Source Path,替代前资源 / Replaced Asset,替代后资源 / Replacement Asset,来源判定方法 / Provenance Method,来源可信度 / Provenance Confidence,文件格式 / Extension,像素尺寸 / Dimensions,文件大小 / Size Bytes,Alpha 状态 / Alpha,是否含烘焙文字 / Text Baked,SHA-256,Git 状态 / Git State,最后修改时间 / Last Modified,备注与行动 / Notes and Action
1283,音效,Sound,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/sound.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\settings\sound.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/settings/sound.png | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/sound.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,1861,有 Alpha / Alpha,未知 / Unknown,35c4b66e5d9d73b13815c24180929c8bd2078bdfbef021e5dd69f47831191a8e,未跟踪 / Untracked,2026-08-13T11:07:02.729Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1284,待命名（Vibration）,Vibration,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/vibration.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\settings\vibration.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/settings/vibration.png | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/vibration.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2809,有 Alpha / Alpha,未知 / Unknown,13f8ebc3588004de23de5bf4f3c10c2625b2126b3522fa54138469cb775155c2,未跟踪 / Untracked,2026-08-13T11:07:02.731Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1285,商城,Shop,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/shop.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\shop.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/shop.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2681,有 Alpha / Alpha,未知 / Unknown,dfca72098b458310da94cefe3066e7214006bfdf6aa2aee8966956557f8667d9,未跟踪 / Untracked,2026-08-13T11:07:02.857Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1286,售罄完,Sold Out,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/sold_out.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\sold_out.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/sold_out.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2991,有 Alpha / Alpha,未知 / Unknown,c8b2a4d90a021a91d497e2dbe356af926b0e04e06210ef9aaf3d4c114b6ca6bd,未跟踪 / Untracked,2026-08-13T11:07:02.855Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1287,音效,Sound,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/sound.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\sound.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/settings/sound.png | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/sound.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,1861,有 Alpha / Alpha,未知 / Unknown,35c4b66e5d9d73b13815c24180929c8bd2078bdfbef021e5dd69f47831191a8e,未跟踪 / Untracked,2026-08-13T11:07:02.729Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1288,待命名（Task Kill）,Task Kill,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/task_kill.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\task_kill.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/task_kill.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2149,有 Alpha / Alpha,未知 / Unknown,07a01b44f9698e44c4be1e7e58b76639962a09257aa0f6cfec0ebfee6df52797,未跟踪 / Untracked,2026-08-13T11:07:02.846Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1289,任务登录,Task Login,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/task_login.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\task_login.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/task_login.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2795,有 Alpha / Alpha,未知 / Unknown,fe2533c57eb7206aec840a17eabab3a0693173b3fb795c46b347d9aaed09d0d1,未跟踪 / Untracked,2026-08-13T11:07:02.849Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1290,任务合成,Task Merge,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/task_merge.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\task_merge.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/task_merge.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,1587,有 Alpha / Alpha,未知 / Unknown,26f32d1f36a6cf3d54d6eee2de280e1509b54458dfa899f0632046288b4a5d32,未跟踪 / Untracked,2026-08-13T11:07:02.843Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1291,任务星阶,Task Star,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/task_star.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\task_star.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/task_star.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,4141,有 Alpha / Alpha,未知 / Unknown,9b37069f1285c8ab3ca4d7c6ba68fa4ffbb076e7541fd65b5414da9a7619657a,未跟踪 / Untracked,2026-08-13T11:07:02.839Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1292,待命名（Task Swords）,Task Swords,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/task_swords.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\task_swords.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/task_swords.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,1699,有 Alpha / Alpha,未知 / Unknown,9aacb4042e28457b39ed9caec16b7570e0dcc3fef7ca51a982a2d23f08765ce7,未跟踪 / Untracked,2026-08-13T11:07:02.841Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1293,待命名（Vibration）,Vibration,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/icons/vibration.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\icons\vibration.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/settings/vibration.png | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/icons/vibration.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,128×128,2809,有 Alpha / Alpha,未知 / Unknown,13f8ebc3588004de23de5bf4f3c10c2625b2126b3522fa54138469cb775155c2,未跟踪 / Untracked,2026-08-13T11:07:02.731Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1294,徽记新无文字,Badge New Blank,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/badge_new_blank.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\badge_new_blank.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/badge_new_blank.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,72×72,2155,有 Alpha / Alpha,未知 / Unknown,58f3e3fff267f3df4d48702c2965ffc962b30095be53b5e0e7974420417c6dc9,未跟踪 / Untracked,2026-08-13T11:07:02.894Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1295,徽记已拥有,Badge Owned,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/badge_owned.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\badge_owned.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/badge_owned.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,72×72,2150,有 Alpha / Alpha,未知 / Unknown,7f7ff476f8a83a32eb30f030fcec128bdeb1db588abc610350bd9ace26ad3f52,未跟踪 / Untracked,2026-08-13T11:07:02.898Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1296,待命名（Benefit Card）,Benefit Card,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/benefit_card.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\benefit_card.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/benefit_card.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,180×230,2732,有 Alpha / Alpha,未知 / Unknown,8091a9b112cf22d71ce798d4ad938402af2a86676ff61b1776e9e951e53a2adb,未跟踪 / Untracked,2026-08-13T11:07:03.002Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1297,待命名（First Chest Closed）,First Chest Closed,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/first_chest_closed.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\first_chest_closed.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/first_chest_closed.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,220×180,4106,有 Alpha / Alpha,未知 / Unknown,3aa01d82d623a7ded60d2422683b2968f86d0cf53ade76777c9ac56f60423666,未跟踪 / Untracked,2026-08-13T11:07:02.901Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1298,待命名（First Reward Altar）,First Reward Altar,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/first_reward_altar.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\first_reward_altar.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/first_reward_altar.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,220×180,5827,有 Alpha / Alpha,未知 / Unknown,4ba18cbfb39cee0fe6df09be162fa85ed8cf50d742318565d7260cf816215cd6,未跟踪 / Untracked,2026-08-13T11:07:02.911Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1299,待命名（Piggy Empty）,Piggy Empty,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/piggy_empty.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\piggy_empty.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/piggy_empty.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,160×160,3215,有 Alpha / Alpha,未知 / Unknown,34587cbc2d3b49a2588ce13c346217faa7b64d1be9171b920712dc1957dda121,未跟踪 / Untracked,2026-08-13T11:07:02.979Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1300,待命名（Piggy Filling）,Piggy Filling,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/piggy_filling.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\piggy_filling.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/piggy_filling.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,160×160,4359,有 Alpha / Alpha,未知 / Unknown,11020528d6f0dc9974b461c5ab6835566112a7c0ca8378b306c266c6f7637e39,未跟踪 / Untracked,2026-08-13T11:07:02.982Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1301,待命名（Piggy Full）,Piggy Full,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/piggy_full.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\piggy_full.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/piggy_full.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,160×160,4261,有 Alpha / Alpha,未知 / Unknown,e766524a147132d01db2045c222c772989dc5f3c01b6e110a5cc5ae17fb3aa4d,未跟踪 / Untracked,2026-08-13T11:07:02.986Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1302,存钱已拥有,Piggy Owned,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/piggy_owned.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\piggy_owned.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/piggy_owned.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,160×160,4681,有 Alpha / Alpha,未知 / Unknown,741c9282db135a70d9a619f5f5c36d2e45464b11ab74e9112019f5a1a2a3ad1c,未跟踪 / Untracked,2026-08-13T11:07:02.991Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1303,待命名（Reward Slot Blue）,Reward Slot Blue,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/commerce/reward_slot_blue.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\commerce\reward_slot_blue.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce/reward_slot_blue.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,96×112,2572,有 Alpha / Alpha,未知 / Unknown,06e706e18dcf5e599674df60a6490d2e173b9d0fb91a87d250172995c46a2b09,未跟踪 / Untracked,2026-08-13T11:07:03.003Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1304,活跃宝箱已领取,Activity Chest Claimed,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/activity_chest_claimed.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\activity_chest_claimed.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/activity_chest_claimed.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,150×128,3557,有 Alpha / Alpha,未知 / Unknown,33d027a2fe25870a7ebe5f58d7eec1354d062f3cbe385d3b2d4535f2f6f264e8,未跟踪 / Untracked,2026-08-13T11:07:02.869Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1305,活跃宝箱锁定,Activity Chest Locked,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/activity_chest_locked.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\activity_chest_locked.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/activity_chest_locked.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,150×128,2437,有 Alpha / Alpha,未知 / Unknown,bbb1638ec80ab2321d66ac4d4977c68977df45a4a0da0e1176981c6e7490400f,未跟踪 / Untracked,2026-08-13T11:07:02.863Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1306,待命名（Activity Chest Ready）,Activity Chest Ready,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/activity_chest_ready.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\activity_chest_ready.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/activity_chest_ready.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,150×128,2888,有 Alpha / Alpha,未知 / Unknown,b98977e60001b9a2aecb41ef5e089042586c78e97af01af56e8e3a9360b0b16c,未跟踪 / Untracked,2026-08-13T11:07:02.865Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1307,待命名（Signin Day Default）,Signin Day Default,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/signin_day_default.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\signin_day_default.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/signin_day_default.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,110×206,2912,有 Alpha / Alpha,未知 / Unknown,8f93030f6b84be77e7101d7daed857a4fd55387b1a3b196c442bf5ec86f20d0b,未跟踪 / Untracked,2026-08-13T11:07:02.997Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1308,待命名（Signin Day Today）,Signin Day Today,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/signin_day_today.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\signin_day_today.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/signin_day_today.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,110×206,3145,有 Alpha / Alpha,未知 / Unknown,919cb386d0e243e9e21a8bb956a9cb1fe2352689680a9f167c0d5b81a9e64699,未跟踪 / Untracked,2026-08-13T11:07:02.999Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1309,待命名（Status Claimable）,Status Claimable,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/status_claimable.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\status_claimable.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/status_claimable.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,72×72,2481,有 Alpha / Alpha,未知 / Unknown,a70cf4285f6090cff09f774f789977bd1bf2b164f48fd5e9b2c32f895c526e57,未跟踪 / Untracked,2026-08-13T11:07:02.889Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1310,状态已领取,Status Claimed,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/status_claimed.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\status_claimed.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/status_claimed.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,72×72,2108,有 Alpha / Alpha,未知 / Unknown,0a4f8010f084f8886482b479f65bbcc41064e02542b30e4f949861c7fa726bb7,未跟踪 / Untracked,2026-08-13T11:07:02.890Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1311,待命名（Status Incomplete）,Status Incomplete,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/status_incomplete.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\status_incomplete.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/status_incomplete.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,72×72,1739,有 Alpha / Alpha,未知 / Unknown,54d025ae540729b183dd16f9bba4c0d6cfbc217388e1fb5a21ffd0faac728928,未跟踪 / Untracked,2026-08-13T11:07:02.891Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
1312,任务行,Task Row,二级弹窗,Secondary UI,位图,Raster Image,运行目录未发现引用,"Runtime, No Reference Found",待确认去留,Disposition Review Required,assets/runtime/ui/secondary_centered_v04/elements/pages/daily/task_row.png,F:\卖肉\godotT10\game_mergenTo10_published\assets\runtime\ui\secondary_centered_v04\elements\pages\daily\task_row.png,否 / No,0,,v04,,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/daily/task_row.png,,,SHA-256 跨阶段完全一致 / Cross-Stage SHA-256 Exact,HIGH / 高,.png,780×126,2972,有 Alpha / Alpha,未知 / Unknown,92e0b444887aabeba39597dbad7af19b97e6b659028ae49561a3655a40d17bfe,未跟踪 / Untracked,2026-08-13T11:07:02.996Z,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
